Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Sales_binned,Sales_binary,PCA1,Delivery_Days,Order_Month,Order_Year
988,CA-2016-146829,2016-10-03,2016-10-03,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,-0.36441937215337844,0.0,0.0,-0.3644193721533784,0,10,2016
992,CA-2017-110023,2017-09-09,2017-11-09,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,-0.34303528159917523,0.0,0.0,-0.3430352815991752,61,9,2017
1007,CA-2016-105312,2016-06-11,2016-09-11,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",-0.35497441563861487,0.0,0.0,-0.3549744156386148,92,6,2016
1008,CA-2016-105312,2016-06-11,2016-09-11,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,-0.35921420091057393,0.0,0.0,-0.3592142009105739,92,6,2016
1010,CA-2018-135034,2018-01-08,2018-03-08,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,-0.21427494948772077,2.0,0.0,-0.21427494948772072,59,1,2018
1017,CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,-0.34408612796743976,0.0,0.0,-0.3440861279674397,122,6,2016
1018,CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",-0.11957849874754145,2.0,0.0,-0.1195784987475414,122,6,2016
1019,CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,-0.1684333592721309,2.0,0.0,-0.16843335927213085,122,6,2016
1020,CA-2016-108665,2016-06-07,2016-10-07,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,0.5859920379443188,3.0,1.0,0.5859920379443189,122,6,2016
1042,CA-2017-102981,2017-06-09,2017-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,-0.315757588822958,1.0,0.0,-0.31575758882295796,92,6,2017
1043,CA-2017-102981,2017-06-09,2017-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.7770150173754492,3.0,1.0,0.7770150173754493,92,6,2017
1044,CA-2018-115651,2018-09-07,2018-12-07,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",-0.3521890397227329,0.0,0.0,-0.35218903972273286,91,9,2018
1045,CA-2018-115651,2018-09-07,2018-12-07,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,-0.273654099694478,2.0,0.0,-0.27365409969447796,91,9,2018
1051,US-2016-153500,2016-03-07,2016-05-07,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,-0.09956810495185277,2.0,0.0,-0.09956810495185271,61,3,2016
1052,US-2016-153500,2016-03-07,2016-05-07,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",-0.35554415162140895,0.0,0.0,-0.3555441516214089,61,3,2016
1053,US-2016-153500,2016-03-07,2016-05-07,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",0.0815193119793304,3.0,1.0,0.08151931197933046,61,3,2016
1054,CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,-0.34851740783361573,0.0,0.0,-0.3485174078336157,122,4,2016
1055,CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,-0.19462538848113498,2.0,0.0,-0.19462538848113492,122,4,2016
1056,CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,-0.2358616128358063,2.0,0.0,-0.23586161283580626,122,4,2016
1057,CA-2016-110667,2016-04-04,2016-08-04,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,-0.3517965549345859,0.0,0.0,-0.35179655493458584,122,4,2016
1068,CA-2017-157686,2017-01-10,2017-02-10,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",-0.05781278781285797,2.0,0.0,-0.05781278781285791,31,1,2017
1083,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,0.9578112359154266,3.0,1.0,0.9578112359154267,120,1,2017
1084,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,-0.3244302365610452,1.0,0.0,-0.32443023656104514,120,1,2017
1085,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,0.2081779513542558,3.0,1.0,0.20817795135425585,120,1,2017
1086,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,7.388449760510967,3.0,1.0,7.388449760510967,120,1,2017
1087,CA-2017-167584,2017-12-08,2017-12-08,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315.0,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,-0.3559239756099383,0.0,0.0,-0.35592397560993827,0,12,2017
1090,CA-2018-158407,2018-04-06,2018-10-06,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,-0.3155613464288845,1.0,0.0,-0.31556134642888445,183,4,2018
1091,CA-2018-158407,2018-04-06,2018-10-06,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110.0,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,-0.2522573483406572,2.0,0.0,-0.25225734834065716,183,4,2018
1118,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,0.07679050332213982,3.0,1.0,0.07679050332213988,122,4,2016
1119,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,0.6149536170696829,3.0,1.0,0.614953617069683,122,4,2016
1120,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",-0.35927908750861437,0.0,0.0,-0.3592790875086143,122,4,2016
1121,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,-0.3419970960305283,0.0,0.0,-0.34199709603052825,122,4,2016
1128,CA-2016-105970,2016-02-03,2016-07-03,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374.0,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,-0.3501000077858214,0.0,0.0,-0.35010000778582134,151,2,2016
1129,CA-2016-105970,2016-02-03,2016-07-03,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374.0,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,-0.20494394016951606,2.0,0.0,-0.204943940169516,151,2,2016
1133,US-2017-114776,2017-06-12,2017-07-12,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,-0.33541348022935263,1.0,0.0,-0.3354134802293526,30,6,2017
1134,US-2017-134908,2017-05-06,2017-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",-0.16897460845578524,2.0,0.0,-0.16897460845578519,123,5,2017
1135,US-2017-134908,2017-05-06,2017-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,-0.3542147676615562,0.0,0.0,-0.35421476766155613,123,5,2017
1136,US-2017-148803,2017-11-12,2017-11-12,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030.0,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,-0.23130372497345394,2.0,0.0,-0.2313037249734539,0,11,2017
1147,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,0.6531354235165971,3.0,1.0,0.6531354235165973,0,4,2016
1148,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,-0.35693683957934996,0.0,0.0,-0.3569368395793499,0,4,2016
1149,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,-0.3459852479100866,0.0,0.0,-0.34598524791008656,0,4,2016
1150,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,-0.3488497538235789,0.0,0.0,-0.34884975382357886,0,4,2016
1151,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,0.5833490960241353,3.0,1.0,0.5833490960241354,0,4,2016
1159,CA-2017-149314,2017-02-07,2017-07-07,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,-0.05728103422891689,2.0,0.0,-0.057281034228916825,150,2,2017
1162,CA-2015-126522,2015-01-09,2015-05-09,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025.0,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",-0.28081378187825656,1.0,0.0,-0.2808137818782565,120,1,2015
1163,CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,-0.35036904977769634,0.0,0.0,-0.3503690497776963,153,3,2015
1164,CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,-0.1671514533108443,2.0,0.0,-0.16715145331084424,153,3,2015
1165,CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",-0.32610779251038324,1.0,0.0,-0.3261077925103832,153,3,2015
1166,CA-2015-117709,2015-04-05,2015-08-05,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,-0.29211354553700514,1.0,0.0,-0.2921135455370051,122,4,2015
1167,CA-2016-125416,2016-02-11,2016-02-11,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115.0,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,0.342714773291261,3.0,1.0,0.34271477329126104,0,2,2016
1168,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",-0.19291618053275283,2.0,0.0,-0.19291618053275278,61,8,2018
1169,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,0.06577560765478829,3.0,1.0,0.06577560765478835,61,8,2018
1170,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,-0.33541348022935263,1.0,0.0,-0.3354134802293526,61,8,2018
1171,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,-0.3156626328258257,1.0,0.0,-0.31566263282582563,61,8,2018
1178,CA-2017-113621,2017-01-12,2017-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,-0.09318073154475062,2.0,0.0,-0.09318073154475057,120,1,2017
1179,CA-2017-113621,2017-01-12,2017-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,-0.08135870990177416,2.0,0.0,-0.0813587099017741,120,1,2017
1198,CA-2017-130946,2017-08-04,2017-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,0.3173900088560656,3.0,1.0,0.31739000885606566,122,8,2017
1199,CA-2017-130946,2017-08-04,2017-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,-0.21427494948772077,2.0,0.0,-0.21427494948772072,122,8,2017
1200,CA-2017-130946,2017-08-04,2017-12-04,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1.3569429438617,3.0,1.0,1.3569429438617,122,8,2017
1206,CA-2018-133235,2018-01-08,2018-04-08,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,28205.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,0.06422465970162669,3.0,1.0,0.06422465970162675,90,1,2018
1223,CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",-0.18609517473874634,2.0,0.0,-0.1860951747387463,30,4,2017
1224,CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,-0.2424990370353569,2.0,0.0,-0.24249903703535686,30,4,2017
1225,CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,-0.3634444905828197,0.0,0.0,-0.36344449058281963,30,4,2017
1226,CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,-0.3019889692387686,1.0,0.0,-0.30198896923876856,30,4,2017
1227,CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,-0.07665838804372328,2.0,0.0,-0.07665838804372323,30,4,2017
1228,CA-2017-126004,2017-04-12,2017-05-12,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,-0.05937639656563719,2.0,0.0,-0.059376396565637125,30,4,2017
1229,CA-2018-100013,2018-06-11,2018-11-11,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",-0.3419970960305283,0.0,0.0,-0.34199709603052825,153,6,2018
1230,CA-2018-100013,2018-06-11,2018-11-11,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,-0.3523631257174755,0.0,0.0,-0.35236312571747547,153,6,2018
1231,CA-2018-100013,2018-06-11,2018-11-11,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,-0.35719005557170286,0.0,0.0,-0.3571900555717028,153,6,2018
1253,CA-2016-154956,2016-04-07,2016-09-07,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1.3746174201279333,3.0,1.0,1.3746174201279333,153,4,2016
1263,CA-2018-105053,2018-07-07,2018-09-07,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,11561.0,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,-0.33852803693529343,0.0,0.0,-0.3385280369352934,62,7,2018
1264,CA-2017-155992,2017-01-10,2017-02-10,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350.0,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,-0.2555554866410538,2.0,0.0,-0.25555548664105376,31,1,2017
1265,CA-2017-155992,2017-01-10,2017-02-10,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,-0.2999474153004233,1.0,0.0,-0.29994741530042324,31,1,2017
1266,CA-2018-110380,2018-02-09,2018-07-09,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,-0.3557815416142398,0.0,0.0,-0.35578154161423975,150,2,2018
1270,CA-2018-100426,2018-04-06,2018-08-06,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,35630.0,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",-0.3464283758967042,0.0,0.0,-0.34642837589670417,122,4,2018
1278,CA-2017-148698,2017-02-05,2017-07-05,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,-0.2295185522273659,2.0,0.0,-0.22951855222736584,150,2,2017
1279,CA-2015-163293,2015-08-09,2015-11-09,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204.0,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,-0.31400090287600974,1.0,0.0,-0.3140009028760097,92,8,2015
1280,CA-2015-163293,2015-08-09,2015-11-09,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204.0,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",-0.23343073930921837,2.0,0.0,-0.23343073930921832,92,8,2015
1281,CA-2017-160815,2017-05-09,2017-06-09,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402.0,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,0.0744166033938313,3.0,1.0,0.07441660339383135,31,5,2017
1282,CA-2018-122154,2018-09-04,2018-11-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,-0.3422503120228812,0.0,0.0,-0.34225031202288114,61,9,2018
1283,CA-2018-122154,2018-09-04,2018-11-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,-0.33859450613328607,0.0,0.0,-0.338594506133286,61,9,2018
1284,CA-2018-122154,2018-09-04,2018-11-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,0.0320662286728072,3.0,1.0,0.03206622867280726,61,9,2018
1285,US-2016-149692,2016-06-12,2016-12-12,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,-0.361792256232717,0.0,0.0,-0.36179225623271694,183,6,2016
1287,CA-2016-124268,2016-04-07,2016-08-07,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,-0.34168057604008717,0.0,0.0,-0.3416805760400871,122,4,2016
1291,CA-2017-163384,2017-10-11,2017-12-11,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",-0.3452635823318808,0.0,0.0,-0.34526358233188076,61,10,2017
1292,CA-2017-163384,2017-10-11,2017-12-11,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,-0.314902984848767,1.0,0.0,-0.31490298484876694,61,10,2017
1299,CA-2017-134425,2017-08-12,2017-12-12,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106.0,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,-0.18425935879418776,2.0,0.0,-0.1842593587941877,122,8,2017
1300,CA-2016-121391,2016-04-10,2016-07-10,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",-0.3235123285887659,1.0,0.0,-0.32351232858876583,91,4,2016
1304,US-2018-126179,2018-03-07,2018-07-07,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907.0,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",-0.32821265044681674,1.0,0.0,-0.3282126504468167,122,3,2018
1305,US-2018-126179,2018-03-07,2018-07-07,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907.0,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,0.08956208493643977,3.0,1.0,0.08956208493643983,122,3,2018
1319,CA-2015-160773,2015-01-07,2015-05-07,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,0.5452717411740664,3.0,1.0,0.5452717411740665,120,1,2015
1320,CA-2015-160773,2015-01-07,2015-05-07,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,-0.3579750251479969,0.0,0.0,-0.35797502514799684,120,1,2015
1321,CA-2018-167703,2018-03-02,2018-08-02,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,-0.3579038081501476,0.0,0.0,-0.35790380815014755,153,3,2018
1322,CA-2018-167703,2018-03-02,2018-08-02,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",0.08573535825200643,3.0,1.0,0.08573535825200648,153,3,2018
