Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Sales_binned,Sales_binary,Sales_original,PCA1,Delivery_Days,Order_Month,Order_Year,anomaly
1997,US-2018-147221,2018-02-12,2018-04-12,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036.0,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,-0.352328308518527,0.0,0.0,8.752,-0.3523283085185269,59,2,2018,1
1998,CA-2015-131905,2015-06-02,2015-09-02,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,-0.3424402240171459,0.0,0.0,15.0,-0.3424402240171458,92,6,2015,1
1999,CA-2015-131905,2015-06-02,2015-09-02,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,-0.1104152450242705,2.0,0.0,161.61,-0.1104152450242704,92,6,2015,1
2000,CA-2015-131905,2015-06-02,2015-09-02,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,-0.1367813602280172,2.0,0.0,144.95,-0.1367813602280171,92,6,2015,1
2008,CA-2018-165386,2018-03-08,2018-04-08,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",-0.0759747048643704,2.0,0.0,183.372,-0.0759747048643703,31,3,2018,1
2012,CA-2016-155761,2016-11-12,2016-11-12,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,-0.1129885525465569,2.0,0.0,159.984,-0.1129885525465569,0,11,2016,1
2013,CA-2016-155761,2016-11-12,2016-11-12,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,-0.2928352111152109,1.0,0.0,46.344,-0.2928352111152109,0,11,2016,1
2027,CA-2017-113516,2017-08-09,2017-10-09,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534.0,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",-0.3139154424785906,1.0,0.0,33.024,-0.3139154424785906,61,8,2017,1
2028,CA-2017-113516,2017-08-09,2017-10-09,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534.0,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,-0.2599297929089503,2.0,0.0,67.136,-0.2599297929089503,61,8,2017,1
2043,CA-2016-104493,2016-02-10,2016-08-10,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105.0,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,-0.2751733956485955,1.0,0.0,57.504,-0.2751733956485954,182,2,2016,1
2055,CA-2017-136434,2017-01-12,2017-07-12,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374.0,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,-0.3387844181275507,0.0,0.0,17.31,-0.3387844181275506,181,1,2017,1
2074,CA-2018-122504,2018-07-11,2018-12-11,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513.0,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,-0.2712707041664562,2.0,0.0,59.97,-0.2712707041664562,153,7,2018,1
2075,CA-2018-122504,2018-07-11,2018-12-11,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513.0,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",0.8390402747022944,3.0,1.0,761.544,0.8390402747022945,153,7,2018,1
2076,CA-2015-131051,2015-01-12,2015-05-12,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",-0.2740719060818603,1.0,0.0,58.2,-0.2740719060818603,120,1,2015,1
2099,CA-2018-124401,2018-07-09,2018-12-09,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206.0,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,-0.3065468571011209,1.0,0.0,37.68,-0.3065468571011209,153,7,2018,1
2100,CA-2018-124401,2018-07-09,2018-12-09,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206.0,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,0.0768601377200369,3.0,1.0,279.944,0.076860137720037,153,7,2018,1
2122,CA-2018-158246,2018-09-11,2018-11-11,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Sunnyvale,California,94086.0,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",-0.0243756160226562,3.0,0.0,215.976,-0.0243756160226562,61,9,2018,1
2125,CA-2018-144862,2018-01-12,2018-05-12,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,-0.2005126603033401,2.0,0.0,104.68,-0.20051266030334,120,1,2018,1
2126,CA-2018-144862,2018-01-12,2018-05-12,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",-0.2665418955092656,2.0,0.0,62.958,-0.2665418955092656,120,1,2018,1
2128,CA-2016-134859,2016-04-10,2016-09-10,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",-0.2633988520041851,2.0,0.0,64.944,-0.2633988520041851,153,4,2016,1
2129,CA-2016-134859,2016-04-10,2016-09-10,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,-0.3333624306912941,1.0,0.0,20.736,-0.333362430691294,153,4,2016,1
2140,CA-2015-159520,2015-06-06,2015-11-06,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,-0.1295108960475842,2.0,0.0,149.544,-0.1295108960475842,153,6,2015,1
2141,CA-2015-159520,2015-06-06,2015-11-06,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,-0.3390534601194257,0.0,0.0,17.14,-0.3390534601194256,153,6,2015,1
2142,CA-2015-159520,2015-06-06,2015-11-06,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1.203386435699087,3.0,1.0,991.764,1.203386435699087,153,6,2015,1
2143,CA-2017-155481,2017-01-09,2017-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",-0.3179415767570019,1.0,0.0,30.48,-0.3179415767570018,120,1,2017,1
2144,CA-2017-155481,2017-01-09,2017-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,-0.3282158156467212,1.0,0.0,23.988,-0.3282158156467211,120,1,2017,1
2145,CA-2017-155481,2017-01-09,2017-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,-0.3397687952978227,0.0,0.0,16.688,-0.3397687952978226,120,1,2017,1
2160,CA-2017-159737,2017-03-09,2017-09-09,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",-0.3522396829212035,0.0,0.0,8.808,-0.3522396829212034,184,3,2017,1
2162,CA-2017-101938,2017-07-01,2017-12-01,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Oakland,California,94601.0,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,-0.3114529169529586,1.0,0.0,34.58,-0.3114529169529585,153,7,2017,1
2173,CA-2015-152296,2015-01-08,2015-03-08,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,-0.3349197090442644,1.0,0.0,19.752,-0.3349197090442644,59,1,2015,1
2180,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-0.2312910641738362,2.0,0.0,85.232,-0.2312910641738362,123,7,2017,1
2181,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,-0.2959117854222987,1.0,0.0,44.4,-0.2959117854222987,123,7,2017,1
2182,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,0.3345390619381664,3.0,1.0,442.764,0.3345390619381664,123,7,2017,1
2184,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-0.0497383628567046,2.0,0.0,199.95,-0.0497383628567045,123,7,2017,1
2185,CA-2017-128818,2017-07-05,2017-11-05,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,-0.2653992583437731,2.0,0.0,63.68,-0.2653992583437731,123,7,2017,1
2186,CA-2018-124576,2018-01-08,2018-04-08,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Salinas,California,93905.0,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,-0.2793008163239479,1.0,0.0,54.896,-0.2793008163239478,90,1,2018,1
2197,CA-2017-136483,2017-01-12,2017-06-12,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,-0.3587346731250556,0.0,0.0,4.704,-0.3587346731250555,151,1,2017,1
2201,US-2015-165659,2015-01-06,2015-06-06,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,-0.3310455043612649,1.0,0.0,22.2,-0.3310455043612649,151,1,2015,1
2202,US-2015-165659,2015-01-06,2015-06-06,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,1.0295631525485278,3.0,1.0,881.93,1.0295631525485278,151,1,2015,1
2203,CA-2016-138002,2016-06-09,2016-12-09,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,-0.3565316939915853,0.0,0.0,6.096,-0.3565316939915852,183,6,2016,1
2204,CA-2016-138002,2016-06-09,2016-12-09,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",-0.0626049004681368,2.0,0.0,191.82,-0.0626049004681367,183,6,2016,1
2206,CA-2017-164350,2017-10-09,2017-12-09,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620.0,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",-0.2592587705292151,2.0,0.0,67.56,-0.2592587705292151,61,10,2017,1
2214,CA-2018-129378,2018-01-10,2018-02-10,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,-0.3639002793690549,0.0,0.0,1.44,-0.3639002793690549,31,1,2018,1
2215,CA-2018-129378,2018-01-10,2018-02-10,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,-0.2684125286527727,2.0,0.0,61.776,-0.2684125286527727,31,1,2018,1
2216,CA-2018-129378,2018-01-10,2018-02-10,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",0.0167466611354562,3.0,1.0,241.96,0.0167466611354562,31,1,2018,1
2217,CA-2018-129378,2018-01-10,2018-02-10,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",-0.1942962076910762,2.0,0.0,108.608,-0.1942962076910761,31,1,2018,1
2223,CA-2016-131884,2016-06-12,2016-06-12,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,-0.3070279674865915,1.0,0.0,37.376,-0.3070279674865914,0,6,2016,1
2224,CA-2016-131884,2016-06-12,2016-06-12,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,-0.2543115630786201,2.0,0.0,70.686,-0.2543115630786201,0,6,2016,1
2229,CA-2017-139157,2017-01-10,2017-05-10,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",0.1570093296995416,3.0,1.0,330.588,0.1570093296995416,120,1,2017,1
2235,CA-2018-104066,2018-05-12,2018-10-12,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,,East,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,-0.0416987550994997,3.0,0.0,205.03,-0.0416987550994996,153,5,2018,1
2260,CA-2016-117611,2016-08-11,2016-10-11,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,-0.3582662235392027,0.0,0.0,5.0,-0.3582662235392027,61,8,2016,1
2261,CA-2016-117611,2016-08-11,2016-10-11,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,0.2225004809217172,3.0,1.0,371.97,0.2225004809217173,61,8,2016,1
2263,CA-2018-122994,2018-06-02,2018-09-02,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204.0,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",0.203509281495249,3.0,1.0,359.97,0.2035092814952491,92,6,2018,1
2267,CA-2018-149146,2018-12-10,2018-12-10,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110.0,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,-0.3535690668810562,0.0,0.0,7.968,-0.3535690668810562,0,12,2018,1
2271,CA-2018-164917,2018-02-12,2018-07-12,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180.0,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,-0.2902777295924465,1.0,0.0,47.96,-0.2902777295924464,150,2,2018,1
2273,CA-2016-142944,2016-06-03,2016-11-03,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,0.3226632318968149,3.0,1.0,435.26,0.322663231896815,153,6,2016,1
2274,CA-2016-142944,2016-06-03,2016-11-03,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1.4063074015708998,3.0,1.0,1119.984,1.4063074015708998,153,6,2016,1
2275,CA-2015-157882,2015-03-10,2015-08-10,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,-0.1391837469554654,2.0,0.0,143.432,-0.1391837469554654,153,3,2015,1
2276,CA-2015-157882,2015-03-10,2015-08-10,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",-0.1725449539479612,2.0,0.0,122.352,-0.1725449539479612,153,3,2015,1
2283,CA-2017-132143,2017-03-09,2017-05-09,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",-0.2899612096020054,1.0,0.0,48.16,-0.2899612096020053,61,3,2017,1
2284,CA-2016-153108,2016-05-03,2016-09-03,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362.0,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,-0.3283234324434712,1.0,0.0,23.92,-0.3283234324434711,123,5,2016,1
2285,CA-2016-153108,2016-05-03,2016-09-03,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362.0,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,-0.2701312322008681,2.0,0.0,60.69,-0.2701312322008681,123,5,2016,1
2286,CA-2017-112676,2017-05-05,2017-08-05,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,-0.3434657487861751,0.0,0.0,14.352,-0.3434657487861751,92,5,2017,1
2288,US-2018-112928,2018-01-06,2018-05-06,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615.0,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",-0.3385153761356758,0.0,0.0,17.48,-0.3385153761356757,120,1,2018,1
2290,CA-2018-115154,2018-08-01,2018-11-01,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115.0,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1.0470508820204008,3.0,1.0,892.98,1.0470508820204008,92,8,2018,1
2294,CA-2016-130995,2016-01-11,2016-06-11,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,-0.358345353536813,0.0,0.0,4.95,-0.3583453535368129,152,1,2016,1
2296,CA-2016-113145,2016-01-11,2016-05-11,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,-0.3447824719464102,0.0,0.0,13.52,-0.3447824719464102,121,1,2016,1
2297,CA-2016-113145,2016-01-11,2016-05-11,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",0.044821984287585,3.0,1.0,259.7,0.044821984287585,121,1,2016,1
2298,CA-2016-113145,2016-01-11,2016-05-11,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,-0.298206555352997,1.0,0.0,42.95,-0.2982065553529969,121,1,2016,1
2299,CA-2016-113145,2016-01-11,2016-05-11,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1.8493499277910723,3.0,1.0,1399.93,1.8493499277910723,121,1,2016,1
2300,CA-2016-113145,2016-01-11,2016-05-11,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,0.4313878486133454,3.0,1.0,503.96,0.4313878486133455,121,1,2016,1
2307,CA-2016-160794,2016-06-08,2016-08-08,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041.0,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,-0.3231071830010012,1.0,0.0,27.216,-0.3231071830010011,61,6,2016,1
2308,CA-2018-116225,2018-05-11,2018-09-11,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,0.2522217080241399,3.0,1.0,390.75,0.25222170802414,123,5,2018,1
2309,US-2018-120418,2018-11-06,2018-12-06,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,0.0782021824795072,3.0,1.0,280.792,0.0782021824795073,30,11,2018,1
2310,US-2018-120418,2018-11-06,2018-12-06,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",-0.2578534217716565,2.0,0.0,68.448,-0.2578534217716564,30,11,2018,1
2311,US-2018-120418,2018-11-06,2018-12-06,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,-0.2268471235080426,2.0,0.0,88.04,-0.2268471235080426,30,11,2018,1
2312,US-2018-120418,2018-11-06,2018-12-06,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,-0.3410601968588225,0.0,0.0,15.872,-0.3410601968588224,30,11,2018,1
2313,US-2018-120418,2018-11-06,2018-12-06,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,-0.0249833344043032,3.0,0.0,215.592,-0.0249833344043031,30,11,2018,1
2336,CA-2018-152695,2018-10-12,2018-10-12,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,-0.3489921878192774,0.0,0.0,10.86,-0.3489921878192773,0,10,2018,1
2337,CA-2018-152695,2018-10-12,2018-10-12,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.3092586103016329,3.0,1.0,426.79,0.3092586103016329,0,10,2018,1
2349,CA-2018-109701,2018-02-12,2018-03-12,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,-0.3518978413315271,0.0,0.0,9.024,-0.351897841331527,28,2,2018,1
2350,CA-2018-109701,2018-02-12,2018-03-12,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,-0.2562581610198331,2.0,0.0,69.456,-0.256258161019833,28,2,2018,1
2351,CA-2018-109701,2018-02-12,2018-03-12,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",-0.3489921878192774,0.0,0.0,10.86,-0.3489921878192773,28,2,2018,1
2352,CA-2018-109701,2018-02-12,2018-03-12,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,-0.2404100050984454,2.0,0.0,79.47,-0.2404100050984453,28,2,2018,1
2353,CA-2018-109701,2018-02-12,2018-03-12,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,-0.3502266157819978,0.0,0.0,10.08,-0.3502266157819977,28,2,2018,1
2371,CA-2018-155152,2018-07-07,2018-09-07,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886.0,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,0.0326359646556012,3.0,1.0,252.0,0.0326359646556013,62,7,2018,1
2372,CA-2017-159940,2017-07-07,2017-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,-0.2707674373816548,2.0,0.0,60.288,-0.2707674373816547,123,7,2017,1
2373,CA-2017-159940,2017-07-07,2017-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,-0.3620138202260258,0.0,0.0,2.632,-0.3620138202260257,123,7,2017,1
2374,CA-2017-159940,2017-07-07,2017-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,-0.3286905956323829,1.0,0.0,23.688,-0.3286905956323828,123,7,2017,1
2375,CA-2017-159940,2017-07-07,2017-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,0.0348072917900274,3.0,1.0,253.372,0.0348072917900275,123,7,2017,1
